1	1	1	1	2	2	3	4	5	4	1	5	5	6	6	7	7	2	7	8	8	8	8	8	8	9
1	1	1	1	1	2	2	3	4	5	5	5	5	6	6	6	6	7	7	7	7	8	8	8	8	9
1	1	1	1	1	1	2	2	2	1	5	5	5	5	6	6	6	7	7	7	7	7	8	7	8	8
1	1	1	1	1	1	1	2	2	3	4	1	1	5	6	6	5	6	6	7	7	7	7	8	8	8
1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	6	6	6	6	6	7	7	7	2	8	8
1	2	1	1	1	1	1	1	1	1	2	3	4	4	5	1	6	5	6	6	7	1	7	7	7	8
1	3	2	1	1	1	1	1	1	1	1	2	3	4	4	5	1	5	6	6	6	6	6	7	7	8
1	3	3	2	1	1	1	1	1	1	1	1	2	1	1	4	5	5	6	6	5	6	7	7	7	7
1	4	4	8	2	1	1	1	1	1	1	1	1	2	3	3	4	5	5	5	6	6	6	6	7	7
1	5	4	3	3	2	7	1	1	1	1	1	1	1	2	3	3	4	4	4	5	6	6	6	6	7
1	5	4	4	4	3	2	1	1	1	1	1	1	1	1	2	2	3	4	1	5	5	6	6	1	6
1	6	5	5	5	3	3	2	1	1	1	1	1	1	1	1	2	3	3	4	4	5	5	5	6	6
1	6	5	5	5	4	4	3	2	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	6	6
1	6	6	6	5	5	4	4	3	2	1	1	1	1	1	1	1	1	2	3	3	4	4	5	5	5
1	6	6	6	5	5	5	4	4	1	3	2	1	1	1	1	1	1	1	2	3	3	4	4	5	5
1	6	6	6	6	6	5	5	4	4	3	2	2	1	1	1	1	1	6	1	2	2	3	4	1	5
1	7	7	6	6	5	5	5	1	4	4	3	2	2	1	1	1	1	1	1	1	1	1	3	4	4
1	7	7	7	6	6	6	5	5	5	5	4	1	3	2	1	1	1	1	1	1	1	1	2	3	1
1	8	7	7	7	7	6	6	6	5	5	4	4	4	2	2	1	1	1	1	1	1	1	1	2	3
1	8	7	8	7	7	6	6	6	6	5	5	4	4	4	3	2	1	1	1	1	1	1	1	1	2
1	8	7	7	7	7	7	6	6	6	6	5	5	1	1	3	3	2	1	1	1	1	1	1	1	1
1	8	8	8	8	7	7	7	7	6	6	6	5	5	5	4	3	3	2	1	1	1	1	1	1	1
1	8	8	8	8	8	7	7	7	6	2	6	6	5	5	5	4	4	3	2	1	1	1	1	1	1
1	9	8	7	8	8	7	7	7	6	7	6	6	6	5	5	5	4	4	3	2	1	1	1	1	1
1	4	8	8	8	8	8	7	7	7	7	7	7	6	6	6	5	4	1	3	3	2	1	1	1	1
1	8	9	9	8	8	8	8	8	7	7	7	7	6	6	5	6	5	1	4	4	3	2	1	1	1
